prid,date_iso,date,call_money_vol_cr,call_money_wacr_pct,treps_vol_cr,treps_wacr_pct,market_repo_vol_cr,market_repo_wacr_pct,net_laf_cr,net_laf_day_cr,net_laf_total_cr
52435,2021-10-20,"October 20, 2021","8,964.42",3.32,"334,238.20",3.32,"95,513.30",3.29,"-707,627.20","-405,667.00","-707,627.20"
52441,2021-10-21,"October 21, 2021","12,472.40",3.33,"359,106.10",3.33,"97,183.91",3.32,"-668,618.2","-169,150.00","-668,618.2"
52456,2021-10-22,"October 22, 2021","11,762.45",3.33,"366,349.15",3.37,"109,178.62",3.33,"-659,842.2","-567,172.00","-659,842.2"
52457,2021-10-24,"October 24, 2021",0.00,-,0.00,-,0.00,-,"-677,626.2","-3,344.00","-677,626.2"
52460,2021-10-25,"October 25, 2021","10,104.72",3.31,"370,667.95",3.41,"111,698.94",3.40,"-656,174.2","-139,244.00","-656,174.2"
52466,2021-10-26,"October 26, 2021","9,789.74",3.33,"3,91,408.90",3.40,"91,888.19",3.41,"-6,93,709.2","-3,74,287.00","-6,93,709.2"
52473,2021-10-27,"October 27, 2021","7,721.58",3.28,"397,446.95",3.35,"87,278.31",3.39,"-698,758.2","-179,317.00","-698,758.2"
52476,2021-10-28,"October 28, 2021","7,844.35",3.24,"393,857.05",3.28,"89,201.69",3.33,"-719,203.2","-202,262.00","-719,203.2"
52489,2021-10-29,"October 29, 2021",964.95,2.98,"2,554.60",2.78,15.00,3.00,"-7,03,726.2","-1,84,285.00","-7,03,726.2"
52491,2021-10-30,"October 30, 2021","2,369.50",3.28,"14,985.00",3.47,41.00,3.25,"-765,049.2","-61,323.00","-765,049.2"
52492,2021-10-31,"October 31, 2021",0.00,-,0.00,-,0.00,-,"-773,324.2","-8,275.00","-773,324.2"
52498,2021-11-01,"November 01, 2021","10,736.42",3.31,"3,80,410.40",3.31,"1,05,368.58",3.32,"-7,97,995.2","-2,78,554.00","-7,97,995.2"
52506,2021-11-02,"November 02, 2021","12,826.21",3.34,"3,29,183.25",3.36,"1,13,047.02",3.34,"-7,69,402.2","-4,49,980.00","-7,69,402.2"
52516,2021-11-03,"November 03, 2021",740.37,3.10,"2,121.65",1.16,0.00,,"-688,866.2","-596,182.00","-688,866.2"
52523,2021-11-06,"November 06, 2021","2,037.55",3.37,"19,757.60",3.97,0.00,,"-729,736.2","3,121.00","-729,736.2"
52524,2021-11-07,"November 07, 2021",0.00,-,0.00,-,0.00,-,"-730,879.2","-1,143.00","-730,879.2"
52528,2021-11-08,"November 08, 2021","11,119.48",3.31,"3,54,304.65",3.28,"1,00,484.42",3.34,"-7,84,580.2","-2,55,955.00","-7,84,580.2"
52535,2021-11-09,"November 09, 2021","9,024.59",3.24,"3,95,843.20",3.30,"1,11,176.78",3.31,"-7,93,319.2","-4,14,709.00","-7,93,319.2"
52541,2021-11-10,"November 10, 2021","7,661.34",3.20,"4,26,806.85",3.26,"1,10,918.49",3.30,"-8,30,329.2","-2,51,704.00","-8,30,329.2"
52545,2021-11-11,"November 11, 2021","6,984.51",3.19,"425,218.20",3.21,"105,827.19",3.27,"-825,041.2","-246,416.00","-825,041.2"
52557,2021-11-12,"November 12, 2021","8,127.38",3.21,"406,887.70",3.25,"108,303.16",3.24,"-822,161.2","-243,536.00","-822,161.2"
52558,2021-11-14,"November 14, 2021",0.00,-,0.00,-,0.00,-,"-830,421.2","-4,572.00","-830,421.2"
52564,2021-11-15,"November 15, 2021","7,224.43",3.19,"362,640.40",3.27,"103,224.73",3.30,"-828,525.2","-249,900.00","-828,525.2"
52574,2021-11-16,"November 16, 2021","6,786.86",3.16,"3,66,229.60",3.28,"1,04,044.46",3.32,"-8,29,724.2","-4,51,469.00","-8,29,724.2"
52583,2021-11-17,"November 17, 2021","7,693.09",3.20,"359,535.00",3.27,"104,857.69",3.32,"-815,441.2","-237,176.00","-815,441.2"
52592,2021-11-18,"November 18, 2021","1,063.85",3.17,"2,102.00",3.55,0.00,,"-6,82,154.2","-5,42,330.00","-6,82,154.2"
52593,2021-11-21,"November 21, 2021",0.00,-,0.00,-,0.00,-,"-738,997.2","-1,873.00","-738,997.2"
52594,2021-11-20,"November 20, 2021","1,860.35",3.49,"11,624.85",3.95,57.00,3.60,"-7,37,124.2","-15,552.00","-7,37,124.2"
52599,2021-11-22,"November 22, 2021","13,122.49",3.55,"3,79,810.45",3.82,"1,23,837.30",3.71,"-7,02,866.2","-1,13,106.00","-7,02,866.2"
52603,2021-11-23,"November 23, 2021","8,404.91",3.34,"3,90,811.45",3.55,"1,02,121.32",3.72,"-6,94,537.2","-3,04,887.00","-6,94,537.2"
52613,2021-11-24,"November 24, 2021","8,727.45",3.27,"378,107.65",3.32,"109,313.70",3.34,"-715,177.2","-177,454.00","-715,177.2"
52615,2021-11-25,"November 25, 2021","6,898.92",3.21,"3,94,694.05",3.25,"1,30,965.10",3.31,"-7,29,560.2","-1,91,837.00","-7,29,560.2"
52629,2021-11-26,"November 26, 2021","7,448.88",3.24,"397,375.05",3.26,"137,292.26",3.29,"-733,802.2","-196,079.00","-733,802.2"
52630,2021-11-28,"November 28, 2021",0.00,-,0.00,-,0.00,-,"-739,537.2","-2,444.00","-739,537.2"
52641,2021-11-29,"November 29, 2021","8,643.15",3.24,"397,817.90",3.32,"121,633.82",3.33,"-719,438.2","-181,715.00","-719,438.2"
52652,2021-11-30,"November 30, 2021","8,332.57",3.25,"407,528.25",3.37,"122,256.55",3.37,"-774,964.2","-435,626.00","-774,964.2"
52659,2021-12-01,"December 01, 2021","10,143.16",3.28,"4,15,397.90",3.28,"1,34,374.65",3.34,"-8,31,591.2","-2,42,237.00","-8,31,591.2"
52664,2021-12-02,"December 02, 2021","8,849.76",3.26,"438,779.40",3.25,"131,546.68",3.29,"-857,588.2","-268,234.00","-857,588.2"
52672,2021-12-03,"December 03, 2021",658.85,2.96,"1,695.50",2.97,0.00,-,"-8,40,906.2","-6,97,294.00","-8,40,906.2"
52673,2021-12-04,"December 04, 2021",780.85,3.00,"5,264.00",3.20,0.00,,"-8,75,591.2","-34,685.00","-8,75,591.2"
52674,2021-12-05,"December 05, 2021",0.00,-,0.00,-,0.00,-,"-880,581.2","-4,990.00","-880,581.2"
52680,2021-12-06,"December 06, 2021","9,621.64",3.26,"369,793.30",3.27,"114,775.59",3.31,"-834,263.2","-220,914.00","-834,263.2"
52685,2021-12-07,"December 07, 2021","11,160.89",3.29,"353,298.90",3.31,"121,944.00",3.33,"-843,020.2","-429,682.00","-843,020.2"
52696,2021-12-08,"December 08, 2021","8,846.32",3.26,"366,172.10",3.29,"105,763.68",3.34,"-825,950.2","-212,600.00","-825,950.2"
52699,2021-12-09,"December 09, 2021","10,299.66",3.29,"388,768.30",3.30,"102,919.41",3.32,"-832,470.2","-219,120.00","-832,470.2"
52710,2021-12-10,"December 10, 2021","9,582.00",3.28,"381,877.95",3.30,"109,392.16",3.33,"-818,815.2","-205,465.00","-818,815.2"
52711,2021-12-12,"December 12, 2021",0.00,-,0.00,-,0.00,-,"-824,539.2","-2,442.00","-824,539.2"
52714,2021-12-13,"December 13, 2021","9,269.38",3.28,"382,659.45",3.32,"112,927.82",3.36,"-825,087.2","-211,737.00","-825,087.2"
52720,2021-12-14,"December 14, 2021","9,162.07",3.29,"355,864.75",3.33,"99,857.20",3.34,"-823,206.2","-410,018.00","-823,206.2"
52739,2021-12-15,"December 15, 2021","10,161.77",3.33,"3,61,204.40",3.45,"1,03,230.99",3.41,"-7,80,385.2","-1,67,187.00","-7,80,385.2"
52748,2021-12-16,"December 16, 2021","9,706.45",3.54,"393,574.05",3.82,"118,063.62",3.77,"-699,486.2","-87,288.00","-699,486.2"
52760,2021-12-17,"December 17, 2021","1,139.80",3.37,"5,480.00",3.60,0.00,,"-6,23,234.2","-4,79,773.00","-6,23,234.2"
52762,2021-12-18,"December 18, 2021","2,467.45",3.31,"6,961.35",3.39,0.00,,"-6,72,367.2","-49,133.00","-6,72,367.2"
52763,2021-12-19,"December 19, 2021",0.00,-,0.00,-,0.00,-,"-6,74,806.2","-2,439.00","-6,74,806.2"
52768,2021-12-20,"December 20, 2021","12,222.93",3.39,"3,63,135.00",3.47,"1,11,142.00",3.41,"-6,34,559.2","-1,78,222.00","-6,34,559.2"
52781,2021-12-21,"December 21, 2021","10,534.33",3.54,"3,79,885.20",3.56,"1,04,761.24",3.69,"-6,05,684.8","-2,71,416.00","-6,05,684.8"
52844,2021-12-22,"December 22, 2021","8,913.95",3.38,"419,467.15",3.43,"88,369.01",3.48,"-603,783.8","-112,924.00","-603,783.8"
52914,2021-12-23,"December 23, 2021","8,255.25",3.44,"397,648.00",3.54,"98,336.72",3.65,"-636,277.8","-226,578.00","-636,277.8"
52926,2021-12-24,"December 24, 2021","10,691.53",3.42,"3,93,955.30",3.44,"99,098.37",3.51,"-6,30,478.8","-87,447.00","-6,30,478.8"
52927,2021-12-26,"December 26, 2021",0.00,-,0.00,-,0.00,-,"-6,36,034.8","-1,782.00","-6,36,034.8"
52952,2021-12-27,"December 27, 2021","6,892.97",3.27,"3,91,310.90",3.52,"1,07,703.41",3.55,"-6,31,647.8","-2,21,948.00","-6,31,647.8"
52960,2021-12-28,"December 28, 2021","8,567.22",3.25,"4,14,265.25",3.50,"98,110.54",3.58,"-6,41,452.8","-3,10,159.00","-6,41,452.8"
52998,2021-12-29,"December 29, 2021","7,694.03",3.28,"3,95,531.90",3.36,"99,637.42",3.41,"-6,67,886.8","-1,62,181.00","-6,67,886.8"
53005,2021-12-30,"December 30, 2021","8,882.43",3.33,"4,14,021.15",3.41,"94,693.66",3.45,"-6,99,269.8","-3,23,131.00","-6,99,269.8"
53027,2021-12-31,"December 31, 2021","2,518.20",3.64,"2,128.00",2.71,0.00,,"-6,72,907.8","-4,66,916.00","-6,72,907.8"
53029,2022-01-01,"January 01, 2022","1,785.40",3.27,"17,018.00",3.42,0.00,,"-739,396.8","-66,489.00","-739,396.8"
53030,2022-01-02,"January 02, 2022",0.00,-,0.00,-,0.00,-,"-744,612.8","-5,216.00","-744,612.8"
53041,2022-01-03,"January 03, 2022","8,811.40",3.29,"4,25,464.60",3.25,"1,04,447.87",3.36,"-7,91,348.8","-4,61,064.00","-7,91,348.8"
53051,2022-01-04,"January 04, 2022","8,619.36",3.28,"4,00,568.10",3.16,"1,09,508.20",3.27,"-7,91,991.8","-3,86,718.00","-7,91,991.8"
53057,2022-01-05,"January 05, 2022","6,942.99",3.21,"3,95,286.00",3.17,"1,09,674.79",3.23,"-7,78,822.8","-1,73,528.00","-7,78,822.8"
53060,2022-01-06,"January 06, 2022","7,519.83",3.21,"3,95,862.75",3.22,"1,12,983.35",3.25,"-7,42,242.8","-3,36,962.00","-7,42,242.8"
53070,2022-01-07,"January 07, 2022","7,660.18",3.26,"3,77,786.75",3.36,"1,17,009.53",3.39,"-6,97,342.8","-93,307.00","-6,97,342.8"
53071,2022-01-09,"January 09, 2022",0.00,-,0.00,-,0.00,-,"-7,03,425.8","-2,566.00","-7,03,425.8"
53078,2022-01-10,"January 10, 2022","9,607.59",3.31,"3,69,462.35",3.40,"1,08,969.65",3.43,"-6,63,786.8","-2,58,506.00","-6,63,786.8"
53085,2022-01-11,"January 11, 2022","9,066.54",3.36,"3,81,933.70",3.48,"1,09,941.92",3.57,"-6,73,051.8","-2,84,200.00","-6,73,051.8"
53090,2022-01-12,"January 12, 2022","9,146.28",3.33,"3,97,940.35",3.39,"1,03,356.53",3.47,"-6,72,597.8","-1,08,704.00","-6,72,597.8"
53096,2022-01-13,"January 13, 2022","9,454.60",3.28,"4,22,691.55",3.21,"98,214.21",3.30,"-6,67,498.8","-2,87,197.00","-6,67,498.8"
53107,2022-01-14,"January 14, 2022","1,845.60",3.35,"2,063.35",3.02,0.00,,"-6,19,632.8","-5,09,353.00","-6,19,632.8"
53109,2022-01-15,"January 15, 2022",705.95,3.07,"6,474.95",3.44,0.00,,"-645,702.8","-26,070.00","-645,702.8"
53110,2022-01-16,"January 16, 2022",0.00,-,0.00,-,0.00,-,"-6,48,347.8","-2,645.00","-6,48,347.8"
53116,2022-01-17,"January 17, 2022","10,062.01",3.41,"3,97,303.95",3.47,"1,13,796.91",3.46,"-6,20,771.8","-76,066.00","-6,20,771.8"
53120,2022-01-18,"January 18, 2022","10,230.44",3.62,"3,60,572.30",3.66,"1,18,589.70",3.64,"-6,33,876.8","-2,64,213.00","-6,33,876.8"
53125,2022-01-19,"January 19, 2022","7,378.83",3.67,"3,45,282.20",4.03,"1,18,283.29",3.97,"-6,06,267.8","-36,575.00","-6,06,267.8"
53133,2022-01-20,"January 20, 2022","8,966.32",3.99,"3,49,420.55",4.22,"1,08,249.95",4.25,"-5,64,114.8","5,578.00","-5,64,114.8"
53144,2022-01-21,"January 21, 2022","8,069.96",4.00,"359,992.40",4.20,"107,128.92",4.26,"-535,916.2","32,394.00","-535,916.2"
53149,2022-01-23,"January 23, 2022",0.00,-,0.00,-,0.00,-,"-5,41,542.2","-2,395.00","-5,41,542.2"
53166,2022-01-24,"January 24, 2022","8,793.50",3.98,"3,72,840.65",4.20,"1,03,583.61",4.27,"-5,49,120.2","19,140.00","-5,49,120.2"
53172,2022-01-25,"January 25, 2022","8,244.46",3.66,"3,92,371.25",3.91,"1,08,182.70",3.88,"-5,15,345.2","-1,96,501.00","-5,15,345.2"
53175,2022-01-26,"January 26, 2022",0.00,-,0.00,-,0.00,-,"-5,21,009.2","-5,664.00","-5,21,009.2"
53178,2022-01-27,"January 27, 2022","8,548.01",3.68,"4,04,920.20",4.04,"1,19,687.54",4.04,"-5,18,535.2","-79,436.00","-5,18,535.2"
53191,2022-01-28,"January 28, 2022",640.68,2.96,"3,370.60",3.24,0.00,,"-5,32,748.8","-5,98,352.00","-5,32,748.8"
53192,2022-01-29,"January 29, 2022",596.20,2.89,"7,289.75",3.43,6.00,3.20,"-5,69,525.8","-36,777.00","-5,69,525.8"
53193,2022-01-30,"January 30, 2022",0.00,-,0.00,-,0.00,-,"-5,74,677.8","-5,152.00","-5,74,677.8"
53202,2022-01-31,"January 31, 2022","7,995.89",3.22,"4,32,730.30",3.17,"79,826.63",3.25,"-6,15,771.8","-3,53,243.00","-6,15,771.8"
53208,2022-02-01,"February 01, 2022","7,819.75",3.25,"402,801.15",3.39,"92,219.78",3.45,"-659,866.8","-396,834.00","-659,866.8"
53213,2022-02-02,"February 02, 2022","7,415.55",3.29,"4,11,954.20",3.46,"1,03,402.71",3.52,"-7,10,165.8","-2,48,666.00","-7,10,165.8"
53218,2022-02-03,"February 03, 2022","7,806.73",3.23,"410,268.85",3.31,"98,669.84",3.34,"-706,129.8","-123,418.00","-706,129.8"
53233,2022-02-04,"February 04, 2022",626.90,2.92,"1,838.50",0.85,0.00,-,"-6,45,053.8","-3,82,021.00","-6,45,053.8"
53235,2022-02-05,"February 05, 2022",627.65,2.92,"6,876.20",4.08,39.00,3.20,"-679,417.8","-34,364.00","-679,417.8"
53236,2022-02-07,"February 07, 2022",0.00,-,0.00,-,0.00,-,"-6,82,704.8","-2,355.00","-6,82,704.8"
53241,2022-02-08,"February 08, 2022","7,775.70",3.26,"4,27,795.15",3.40,"1,25,078.88",3.30,"-5,98,183.8","-83,118.00","-5,98,183.8"
53246,2022-02-09,"February 09, 2022","7,207.09",3.28,"4,32,711.15",3.46,"1,00,299.86",3.41,"-6,52,438.8","-1,37,373.00","-6,52,438.8"
53258,2022-02-10,"February 10, 2022","6,779.98",3.27,"4,32,770.85",3.49,"1,07,574.19",3.45,"-6,81,641.8","-99,077.00","-6,81,641.8"
53265,2022-02-11,"February 11, 2022","7,460.65",3.28,"4,37,351.85",3.28,"97,038.68",3.38,"-6,59,341.8","-7,24,211.00","-6,59,341.8"
53266,2022-02-13,"February 13, 2022",0.00,-,0.00,-,0.00,-,"-6,72,474.8","-3,850.00","-6,72,474.8"
53275,2022-02-14,"February 14, 2022","7,979.50",3.27,"395,884.50",3.37,"103,968.62",3.38,"-660,753.8","-234,345.00","-660,753.8"
53279,2022-02-15,"February 15, 2022","8,333.53",3.26,"427,951.60",3.33,"105,885.79",3.35,"-695,482.8","-128,679.00","-695,482.8"
53286,2022-02-16,"February 16, 2022","7,513.45",3.24,"410,421.05",3.27,"112,262.46",3.32,"-729,784.8","-162,981.00","-729,784.8"
53289,2022-02-17,"February 17, 2022","7,089.98",3.22,"411,941.55",3.22,"113,915.64",3.24,"-735,910.8","-169,107.00","-735,910.8"
53296,2022-02-18,"February 18, 2022","8,439.03",3.29,"388,478.00",3.36,"118,499.50",3.39,"-664,546.8","-238,138.00","-664,546.8"
53297,2022-02-20,"February 20, 2022",0.00,-,0.00,-,0.00,-,"-6,95,950.8","-3,025.00","-6,95,950.8"
53304,2022-02-21,"February 21, 2022","9,147.92",3.33,"4,01,740.10",3.48,"1,23,759.10",3.45,"-6,83,654.8","-89,767.00","-6,83,654.8"
53309,2022-02-22,"February 22, 2022","7,665.85",3.32,"4,09,983.10",3.45,"1,22,609.61",3.51,"-6,99,598.8","-1,51,991.00","-6,99,598.8"
53314,2022-02-23,"February 23, 2022","7,564.25",3.29,"409,378.90",3.36,"115,135.35",3.40,"-698,338.8","-105,671.00","-698,338.8"
53322,2022-02-24,"February 24, 2022","8,557.41",3.27,"3,95,083.00",3.34,"1,24,551.34",3.38,"-7,11,938.8","-1,19,271.00","-7,11,938.8"
53332,2022-02-25,"February 25, 2022","7,429.99",3.28,"412,582.65",3.25,"117,514.57",3.32,"-716,988.8","-783,078.00","-716,988.8"
53334,2022-02-27,"February 27, 2022",0.00,-,0.00,-,0.00,-,"-7,36,207.8","-3,082.00","-7,36,207.8"
53352,2022-02-28,"February 28, 2022","7,696.11",3.29,"376,262.65",3.23,"119,620.81",3.24,"-736,818.8","-305,208.00","-736,818.8"
53353,2022-03-01,"March 01, 2022",0.00,-,0.00,-,0.00,-,"-7,74,717.8","-37,899.00","-7,74,717.8"
53360,2022-03-02,"March 02, 2022","8,234.44",3.27,"366,076.95",3.25,"120,526.47",3.28,"-804,629.8","-224,554.00","-804,629.8"
53364,2022-03-03,"March 03, 2022","8,376.20",3.28,"376,714.30",3.25,"129,145.08",3.26,"-801,671.8","-221,596.00","-801,671.8"
53369,2022-03-04,"March 04, 2022",548.98,2.95,"5,540.50",0.89,0.00,,"-737,539.8","-305,929.00","-737,539.8"
53370,2022-03-05,"March 05, 2022","1,233.95",3.23,"6,670.45",3.51,10.00,3.30,"-7,76,907.8","-39,368.00","-7,76,907.8"
53371,2022-03-06,"March 06, 2022",0.00,-,0.00,-,0.00,-,"-7,88,032.8","-11,125.00","-7,88,032.8"
53382,2022-03-07,"March 07, 2022","7,603.34",3.29,"375,979.90",3.43,"135,872.04",3.48,"-787,695.8","-130,989.00","-787,695.8"
53387,2022-03-08,"March 08, 2022","6,617.51",3.28,"382,609.35",3.50,"151,052.28",3.50,"-722,454.8","-65,748.00","-722,454.8"
53395,2022-03-09,"March 09, 2022","7,802.59",3.32,"372,860.60",3.52,"140,495.92",3.57,"-741,467.8","-84,761.00","-741,467.8"
53400,2022-03-10,"March 10, 2022","9,830.25",3.45,"360,539.10",3.77,"141,114.52",3.69,"-703,964.8","-54,258.00","-703,964.8"
53408,2022-03-11,"March 11, 2022","8,495.81",3.28,"368,832.30",3.26,"125,648.48",3.37,"-665,800.8","-731,890.00","-665,800.8"
53410,2022-03-13,"March 13, 2022",0.00,-,0.00,-,0.00,-,"-6,89,759.8","-6,175.00","-6,89,759.8"
53418,2022-03-14,"March 14, 2022","7,736.69",3.24,"371,072.20",3.22,"121,030.65",3.27,"-680,619.8","-392,765.00","-680,619.8"
53421,2022-03-15,"March 15, 2022","7,437.05",3.24,"350,066.95",3.27,"118,118.53",3.28,"-664,516.8","-376,662.00","-664,516.8"
53428,2022-03-16,"March 16, 2022","7,705.01",3.24,"344,745.85",3.29,"111,888.49",3.28,"-536,865.8","-249,011.00","-536,865.8"
53436,2022-03-17,"March 17, 2022",781.55,3.19,"3,073.25",2.91,0.00,-,"-429,770.8","-144,716.00","-429,770.8"
53437,2022-03-20,"March 20, 2022",0.00,-,0.00,-,0.00,-,"-5,20,886.8","-8,411.00","-5,20,886.8"
53438,2022-03-19,"March 19, 2022",630.95,2.93,"16,214.45",3.43,48.00,3.01,"-5,12,475.8","-71,938.00","-5,12,475.8"
53445,2022-03-21,"March 21, 2022","9,801.35",3.33,"361,436.50",3.40,"129,660.80",3.48,"-506,466.8","-164,292.00","-506,466.8"
53452,2022-03-22,"March 22, 2022","9,503.25",3.36,"370,094.50",3.56,"133,351.04",3.54,"-527,442.8","-230,328.00","-527,442.8"
53456,2022-03-23,"March 23, 2022","7,708.10",3.30,"370,028.80",3.51,"127,784.01",3.52,"-527,387.8","-115,661.00","-527,387.8"
53461,2022-03-24,"March 24, 2022","14,239.92",3.41,"365,722.65",3.46,"127,090.73",3.45,"-545,531.8","-135,805.00","-545,531.8"
53472,2022-03-25,"March 25, 2022","11,325.66",3.30,"3,48,388.50",3.30,"1,22,009.50",3.33,"-4,99,638.8","-5,71,598.00","-4,99,638.8"
53473,2022-03-27,"March 27, 2022",0.00,-,0.00,-,0.00,-,"-5,36,758.8","-5,026.00","-5,36,758.8"
53478,2022-03-28,"March 28, 2022","10,398.31",3.29,"382,799.65",3.27,"103,671.12",3.28,"-589,550.8","-430,252.00","-589,550.8"
53484,2022-03-29,"March 29, 2022","9,753.92",3.31,"354,281.40",3.39,"119,616.67",3.40,"-627,301.8","-470,303.00","-627,301.8"
53489,2022-03-30,"March 30, 2022","11,484.75",3.27,"339,887.25",3.38,"102,443.35",3.34,"-727,306.8","-353,466.00","-727,306.8"
53505,2022-04-01,"April 01, 2022",0.00,-,0.00,-,0.00,-,"-634,971.8","-80,945.00","-634,971.8"
53506,2022-03-31,"March 31, 2022","7,013.25",3.56,"325,705.55",3.64,"128,003.95",3.56,"-554,026.8","-399,148.00","-554,026.8"
53507,2022-04-03,"April 03, 2022",0.00,-,0.00,-,0.00,-,"-7,46,517.8","-5,277.00","-7,46,517.8"
53513,2022-04-04,"April 04, 2022","9,308.26",3.25,"344,847.35",3.13,"109,958.58",3.17,"-812,182.8","-657,304.00","-812,182.8"
53519,2022-04-05,"April 05, 2022","11,105.02",3.27,"3,50,152.40",3.41,"1,22,915.92",3.34,"-8,03,590.8","-6,48,712.00","-8,03,590.8"
53523,2022-04-06,"April 06, 2022","8,365.77",3.26,"354,084.80",3.34,"120,309.85",3.28,"-792,954.77","-138,496.00","-792,954.77"
53534,2022-04-07,"April 07, 2022","12,343.00",3.27,"360,162.35",3.36,"126,186.48",3.29,"-771,099.77","-116,641.00","-771,099.77"
53549,2022-04-08,"April 08, 2022","8,556.47",3.33,"3,95,106.85",3.34,"1,23,666.15",3.43,"-7,01,030.77","-7,74,610.00","-7,01,030.77"
53551,2022-04-10,"April 10, 2022",0.00,-,0.00,-,0.00,-,"-719,416.77","-7,961.00","-719,416.77"
53561,2022-04-11,"April 11, 2022","8,492.87",3.43,"393,625.80",3.54,"113,277.84",3.21,"-701,425.77","-235,358.00","-701,425.77"
53568,2022-04-12,"April 12, 2022","8,152.59",3.44,"373,991.50",3.55,"121,064.24",3.24,"-709,156.77","-243,089.00","-709,156.77"
53576,2022-04-13,"April 13, 2022",788.11,3.37,"4,441.10",3.63,0.00,-,"-676,253.77","-210,186.00","-676,253.77"
53577,2022-04-16,"April 16, 2022","2,144.10",3.69,"31,937.90",4.00,"7,617.83",4.01,"-727,629.77","-37,203.00","-727,629.77"
53578,2022-04-17,"April 17, 2022",0.00,-,0.00,-,0.00,-,"-733,880.77","-6,251.00","-733,880.77"
53584,2022-04-18,"April 18, 2022","9,253.55",3.51,"406,126.60",3.56,"107,743.47",3.27,"-700,207.77","-234,140.00","-700,207.77"
53586,2022-04-19,"April 19, 2022","8,784.50",3.52,"4,00,239.25",3.52,"1,01,731.71",3.19,"-6,88,369.77","-2,66,492.00","-6,88,369.77"
53590,2022-04-20,"April 20, 2022","8,487.61",3.52,"377,175.90",3.57,"108,375.55",3.25,"-657,515.77","-185,628.00","-657,515.77"
53594,2022-04-21,"April 21, 2022","9,234.84",3.53,"370,501.35",3.68,"123,760.03",3.41,"-589,871.77","-117,984.00","-589,871.77"
53607,2022-04-22,"April 22, 2022","8,441.66",3.55,"364,254.35",3.75,"124,745.72",3.33,"-550,763.77","-618,523.00","-550,763.77"
53608,2022-04-24,"April 24, 2022",0.00,-,0.00,-,0.00,-,"-571,160.77","-3,879.00","-571,160.77"
53613,2022-04-25,"April 25, 2022","8,831.29",3.57,"354,615.75",3.74,"119,344.59",3.47,"-520,436.77","-136,295.00","-520,436.77"
53617,2022-04-26,"April 26, 2022","9,202.60",3.60,"366,333.30",3.79,"111,760.92",3.53,"-525,012.77","-140,871.00","-525,012.77"
53621,2022-04-27,"April 27, 2022","10,377.57",3.63,"368,925.80",3.78,"119,274.11",3.59,"-517,378.77","-133,237.00","-517,378.77"
53624,2022-04-28,"April 28, 2022","11,548.58",3.64,"367,466.75",3.81,"121,849.54",3.67,"-475,956.77","-91,815.00","-475,956.77"
53638,2022-04-29,"April 29, 2022",594.57,3.14,"2,886.20",3.46,0.00,-,"-497,089.77","-110,748.00","-497,089.77"
53640,2022-04-30,"April 30, 2022",466.33,3.19,"15,941.40",3.87,228.00,3.65,"-538,140.77","-41,051.00","-538,140.77"
53641,2022-05-01,"May 01, 2022",0.00,-,0.00,-,0.00,-,"-547,254.77","-9,114.00","-547,254.77"
53647,2022-05-02,"May 02, 2022","9,524.38",3.65,"3,14,234.60",3.76,"1,32,089.53",3.73,"-5,27,275.77","-1,38,634.00","-5,27,275.77"
53648,2022-05-03,"May 03, 2022",0.00,-,0.00,-,0.00,-,"-556,351.77","-29,076.00","-556,351.77"
53654,2022-05-04,"May 04, 2022","9,960.11",3.67,"315,485.00",3.76,"124,929.22",3.72,"-571,422.77","-182,781.00","-571,422.77"
53663,2022-05-05,"May 05, 2022","13,135.56",4.06,"326,148.95",4.14,"142,211.57",4.12,"-549,247.77","-160,606.00","-549,247.77"
53676,2022-05-06,"May 06, 2022",420.74,3.57,"2,720.00",4.04,0.00,-,"-471,030.77","-535,790.00","-471,030.77"
53677,2022-05-07,"May 07, 2022",487.92,3.65,"11,924.60",4.27,40.00,4.09,"-4,96,935.77","-25,905.00","-4,96,935.77"
53678,2022-05-08,"May 08, 2022",0.00,-,0.00,-,0.00,-,"-5,04,549.77","-7,614.00","-5,04,549.77"
53683,2022-05-09,"May 09, 2022","9,550.10",4.05,"324,806.75",4.07,"124,333.99",4.09,"-483,358.77","-209,839.00","-483,358.77"
53689,2022-05-10,"May 10, 2022","10,740.55",4.09,"325,439.25",4.04,"126,951.35",4.02,"-497,088.77","-223,569.00","-497,088.77"
53694,2022-05-11,"May 11, 2022","10,054.40",4.04,"327,273.90",4.03,"135,880.55",3.97,"-493,822.77","-220,803.00","-493,822.77"
53699,2022-05-12,"May 12, 2022","11,609.69",4.06,"344,822.30",4.05,"140,327.33",4.01,"-492,380.77","-226,361.00","-492,380.77"
53714,2022-05-13,"May 13, 2022","10,596.39",4.08,"354,326.60",4.05,"137,824.22",4.01,"-487,572.77","-221,553.00","-487,572.77"
53715,2022-05-16,"May 16, 2022",0.00,-,0.00,-,0.00,-,"-5,30,034.77","-33,672.00","-5,30,034.77"
53723,2022-05-17,"May 17, 2022","10,771.36",4.05,"390,724.00",4.04,"110,561.92",4.08,"-531,335.77","-315,326.00","-531,335.77"
